commander_name,recommended_creature_name,synergy_percentage
"Shizuko, Caller of Autumn",Veteran Explorer,0.41
"Shizuko, Caller of Autumn",Seedborn Muse,0.19
"Shizuko, Caller of Autumn",Nyxbloom Ancient,0.28
"Shizuko, Caller of Autumn",Keeper of Progenitus,0.35
"Shizuko, Caller of Autumn",Rootweaver Druid,0.34
"Shizuko, Caller of Autumn",Terastodon,0.22
"Shizuko, Caller of Autumn",Apex Devastator,0.25
"Shizuko, Caller of Autumn",Magus of the Candelabra,0.25
"Shizuko, Caller of Autumn",Bramble Sovereign,0.25
"Shizuko, Caller of Autumn","Azusa, Lost but Seeking",0.11
"Shizuko, Caller of Autumn",Druid of Purification,0.21
"Shizuko, Caller of Autumn",Skullwinder,0.19
"Shizuko, Caller of Autumn",Hydra Broodmaster,0.17
"Shizuko, Caller of Autumn",Genesis Hydra,0.15
"Shizuko, Caller of Autumn",Hulking Raptor,0.15
"Shizuko, Caller of Autumn",Squallmonger,0.2
"Shizuko, Caller of Autumn",Regal Behemoth,0.16
"Shizuko, Caller of Autumn",Ant Queen,0.18
"Shizuko, Caller of Autumn",Tempting Wurm,0.18
"Shizuko, Caller of Autumn",Worldspine Wurm,0.1
"Shizuko, Caller of Autumn",Wolfbriar Elemental,0.14
"Shizuko, Caller of Autumn","Kozilek, Butcher of Truth",0.1
"Shizuko, Caller of Autumn",Hunted Wumpus,0.13
"Shizuko, Caller of Autumn",Old-Growth Dryads,0.13
"Shizuko, Caller of Autumn",Nullmage Advocate,0.13
"Shizuko, Caller of Autumn",Zenith Chronicler,0.12
"Shizuko, Caller of Autumn",Dosan the Falling Leaf,0.1
"Shizuko, Caller of Autumn","Sakiko, Mother of Summer",0.1
"Aphemia, the Cacophony",Doomwake Giant,0.73
"Aphemia, the Cacophony",Grim Guardian,0.73
"Aphemia, the Cacophony","Tormod, the Desecrator",0.65
"Aphemia, the Cacophony",Ashiok's Reaper,0.61
"Aphemia, the Cacophony",Blightcaster,0.55
"Aphemia, the Cacophony",Hateful Eidolon,0.55
"Aphemia, the Cacophony",Dockside Chef,0.51
"Aphemia, the Cacophony",Demon of Fate's Design,0.53
"Aphemia, the Cacophony",Mindwrack Harpy,0.51
"Aphemia, the Cacophony","Tymaret, Chosen from Death",0.51
"Aphemia, the Cacophony",Agent of Erebos,0.5
"Aphemia, the Cacophony","Erebos, Bleak-Hearted",0.47
"Aphemia, the Cacophony",Nighthowler,0.48
"Aphemia, the Cacophony",Undead Augur,0.42
"Aphemia, the Cacophony",Lord of the Accursed,0.42
"Aphemia, the Cacophony",Lampad of Death's Vigil,0.38
"Aphemia, the Cacophony",Wicked Visitor,0.38
"Aphemia, the Cacophony","Braids, Arisen Nightmare",0.2
"Aphemia, the Cacophony",Death Baron,0.31
"Aphemia, the Cacophony",Balemurk Leech,0.32
"Aphemia, the Cacophony",Cryptbreaker,0.27
"Aphemia, the Cacophony",Fate Unraveler,0.24
"Aphemia, the Cacophony",Thoughtrender Lamia,0.27
"Aphemia, the Cacophony",Nightmare Shepherd,0.25
"Aphemia, the Cacophony",Warehouse Tabby,0.26
"Aphemia, the Cacophony",Spiteful Returned,0.24
"Aphemia, the Cacophony","Erebos, God of the Dead",0.18
"Aphemia, the Cacophony",Fear of Lost Teeth,0.21
"Aphemia, the Cacophony",Archetype of Finality,0.21
"Aphemia, the Cacophony",Soulreaper of Mogis,0.19
"Aphemia, the Cacophony",Overlord of the Balemurk,0.17
"Aphemia, the Cacophony",Vizier of the Scorpion,0.17
"Aphemia, the Cacophony",Cemetery Reaper,0.14
"Aphemia, the Cacophony",Baleful Eidolon,0.16
"Aphemia, the Cacophony",Brain Maggot,0.14
"Aphemia, the Cacophony",Malevolent Witchkite,0.14
"Aphemia, the Cacophony",Appendage Amalgam,0.14
"Aphemia, the Cacophony",Gravebreaker Lamia,0.13
"Aphemia, the Cacophony",Stitcher's Supplier,0.1
"Aphemia, the Cacophony","Arvinox, the Mind Flail",0.12
"Aphemia, the Cacophony",Lost Monarch of Ifnir,0.11
"Aphemia, the Cacophony",Erebos's Emissary,0.12
"Aphemia, the Cacophony",Mire Triton,0.1
"Aphemia, the Cacophony",Dreadbringer Lampads,0.11
"Aphemia, the Cacophony",Herald of Torment,0.1
Baron Bertram Graywater,Mirkwood Bats,0.32
Baron Bertram Graywater,Treasure Dredger,0.32
Baron Bertram Graywater,Nadier's Nightblade,0.32
Baron Bertram Graywater,Morbid Opportunist,0.32
Baron Bertram Graywater,"Kambal, Profiteering Mayor",0.31
Baron Bertram Graywater,Ruthless Lawbringer,0.3
Baron Bertram Graywater,"Clavileño, First of the Blessed",0.27
Baron Bertram Graywater,Cruel Celebrant,0.14
Baron Bertram Graywater,Pitiless Plunderer,0.23
Baron Bertram Graywater,Welcoming Vampire,0.24
Baron Bertram Graywater,"Lotho, Corrupt Shirriff",0.12
Baron Bertram Graywater,Ophiomancer,0.24
Baron Bertram Graywater,Greedy Freebooter,0.24
Baron Bertram Graywater,"Denethor, Ruling Steward",0.22
Baron Bertram Graywater,Wispdrinker Vampire,0.22
Baron Bertram Graywater,"Thalisse, Reverent Medium",0.17
Baron Bertram Graywater,Charismatic Conqueror,0.11
Baron Bertram Graywater,"Carmen, Cruel Skymarcher",0.12
Baron Bertram Graywater,"Teysa, Orzhov Scion",0.12
Baron Bertram Graywater,Warren Soultrader,0.11
Baron Bertram Graywater,"Jadar, Ghoulcaller of Nephalia",0.15
Baron Bertram Graywater,"Mavren Fein, Dusk Apostle",0.13
Baron Bertram Graywater,Doomed Traveler,0.13
Baron Bertram Graywater,Cordial Vampire,0.11
Baron Bertram Graywater,"Teysa, Opulent Oligarch",0.14
Baron Bertram Graywater,Sanctum Seeker,0.12
Baron Bertram Graywater,Mentor of the Meek,0.12
Baron Bertram Graywater,Infestation Sage,0.13
Baron Bertram Graywater,Undercity Scrounger,0.15
Baron Bertram Graywater,"Vito, Fanatic of Aclazotz",0.11
Baron Bertram Graywater,Nezumi Linkbreaker,0.14
Baron Bertram Graywater,Shambling Ghast,0.13
Baron Bertram Graywater,"Bennie Bracks, Zoologist",0.11
Baron Bertram Graywater,Rosie Cotton of South Lane,0.11
Baron Bertram Graywater,Boneyard Desecrator,0.1
"Szadek, Lord of Secrets","Mirko Vosk, Mind Drinker",0.52
"Szadek, Lord of Secrets",Consuming Aberration,0.5
"Szadek, Lord of Secrets",Duskmantle Guildmage,0.4
"Szadek, Lord of Secrets",The Mindskinner,0.37
"Szadek, Lord of Secrets",Ruin Crab,0.33
"Szadek, Lord of Secrets",Notion Thief,0.13
"Szadek, Lord of Secrets",Fleet Swallower,0.33
"Szadek, Lord of Secrets","Lazav, Dimir Mastermind",0.31
"Szadek, Lord of Secrets",Bruvac the Grandiloquent,0.3
"Szadek, Lord of Secrets",Terisian Mindbreaker,0.32
"Szadek, Lord of Secrets",Imperious Mindbreaker,0.33
"Szadek, Lord of Secrets",Nighthowler,0.27
"Szadek, Lord of Secrets",Nemesis of Reason,0.25
"Szadek, Lord of Secrets","Syr Konrad, the Grim",0.21
"Szadek, Lord of Secrets","Phenax, God of Deception",0.23
"Szadek, Lord of Secrets",Krydle of Baldur's Gate,0.22
"Szadek, Lord of Secrets",Wight of Precinct Six,0.22
"Szadek, Lord of Secrets",Manic Scribe,0.22
"Szadek, Lord of Secrets",Thief of Sanity,0.18
"Szadek, Lord of Secrets",Dimir Doppelganger,0.2
"Szadek, Lord of Secrets",Hedron Crab,0.18
"Szadek, Lord of Secrets","Zellix, Sanity Flayer",0.14
"Szadek, Lord of Secrets","Geth, Lord of the Vault",0.18
"Szadek, Lord of Secrets",Guiltfeeder,0.11
"Szadek, Lord of Secrets",Burnished Hart,0.13
"Szadek, Lord of Secrets",Riddlekeeper,0.15
"Szadek, Lord of Secrets",Memory Vampire,0.15
"Szadek, Lord of Secrets",Jace's Phantasm,0.12
"Szadek, Lord of Secrets",Silent Arbiter,0.11
"Szadek, Lord of Secrets",Nightveil Specter,0.1
"Szadek, Lord of Secrets",Fog Bank,0.1
"Szadek, Lord of Secrets",Dreamborn Muse,0.1
"Szadek, Lord of Secrets",Belltower Sphinx,0.11
Rakdos the Defiler,Herald of Slaanesh,0.58
Rakdos the Defiler,"Rakdos, Lord of Riots",0.46
Rakdos the Defiler,Harvester of Souls,0.44
Rakdos the Defiler,Sire of Insanity,0.42
Rakdos the Defiler,Archfiend of Depravity,0.42
Rakdos the Defiler,"Rakdos, the Showstopper",0.37
Rakdos the Defiler,Rune-Scarred Demon,0.35
Rakdos the Defiler,"Varragoth, Bloodsky Sire",0.34
Rakdos the Defiler,"Ob Nixilis, Unshackled",0.33
Rakdos the Defiler,Anger,0.33
Rakdos the Defiler,Mayhem Devil,0.21
Rakdos the Defiler,"Kardur, Doomscourge",0.23
Rakdos the Defiler,Reaper from the Abyss,0.33
Rakdos the Defiler,Master of Cruelties,0.31
Rakdos the Defiler,Bloodgift Demon,0.29
Rakdos the Defiler,Archfiend of Despair,0.28
Rakdos the Defiler,"Mahadi, Emporium Master",0.16
Rakdos the Defiler,"The Balrog, Durin's Bane",0.28
Rakdos the Defiler,"Rakdos, Patron of Chaos",0.24
Rakdos the Defiler,Overseer of the Damned,0.28
Rakdos the Defiler,Bloodthirster,0.27
Rakdos the Defiler,It That Betrays,0.26
Rakdos the Defiler,Blood Speaker,0.26
Rakdos the Defiler,Balor,0.25
Rakdos the Defiler,Dream Devourer,0.22
Rakdos the Defiler,Lord of the Void,0.23
Rakdos the Defiler,"Vilis, Broker of Blood",0.18
Rakdos the Defiler,Immersturm Raider,0.23
Rakdos the Defiler,"Orcus, Prince of Undeath",0.2
Rakdos the Defiler,Indulgent Tormentor,0.19
Rakdos the Defiler,Bloodletter of Aclazotz,0.16
Rakdos the Defiler,Doom Whisperer,0.19
Rakdos the Defiler,Hellcarver Demon,0.21
Rakdos the Defiler,Burning-Rune Demon,0.19
Rakdos the Defiler,"Kothophed, Soul Hoarder",0.2
Rakdos the Defiler,"Raphael, Fiendish Savior",0.16
Rakdos the Defiler,Desecration Demon,0.18
Rakdos the Defiler,Sower of Discord,0.15
Rakdos the Defiler,"Valgavoth, Terror Eater",0.13
Rakdos the Defiler,Malfegor,0.16
Rakdos the Defiler,Plague Drone,0.15
Rakdos the Defiler,"Orca, Siege Demon",0.14
Rakdos the Defiler,Treasonous Ogre,0.11
Rakdos the Defiler,Pestilence Demon,0.14
Rakdos the Defiler,Abhorrent Overlord,0.13
Rakdos the Defiler,Rakshasa Debaser,0.11
Rakdos the Defiler,Abyssal Harvester,0.1
Rakdos the Defiler,Venomcrawler,0.12
Rakdos the Defiler,"Razaketh, the Foulblooded",0.11
Rakdos the Defiler,Demonlord Belzenlok,0.11
Rakdos the Defiler,The Balrog of Moria,0.1
Rakdos the Defiler,Nightmare Shepherd,0.11
Rakdos the Defiler,Demon of Dark Schemes,0.1
"Rayne, Academy Chancellor",Spellskite,0.53
"Rayne, Academy Chancellor",Mizzium Meddler,0.47
"Rayne, Academy Chancellor",Defiler of Dreams,0.24
"Rayne, Academy Chancellor",Psychosis Crawler,0.21
"Rayne, Academy Chancellor",Rootwater Shaman,0.34
"Rayne, Academy Chancellor","Azami, Lady of Scrolls",0.29
"Rayne, Academy Chancellor",Entity Tracker,0.31
"Rayne, Academy Chancellor",Chasm Skulker,0.19
"Rayne, Academy Chancellor",Willbender,0.3
"Rayne, Academy Chancellor",Protean Thaumaturge,0.3
"Rayne, Academy Chancellor",Triskaidekaphile,0.17
"Rayne, Academy Chancellor","Callaphe, Beloved of the Sea",0.26
"Rayne, Academy Chancellor",Arcanis the Omnipotent,0.18
"Rayne, Academy Chancellor",Clever Impersonator,0.19
"Rayne, Academy Chancellor","Minn, Wily Illusionist",0.16
"Rayne, Academy Chancellor",Rootwater Matriarch,0.17
"Rayne, Academy Chancellor",Fatespinner,0.15
"Rayne, Academy Chancellor",Patron Wizard,0.14
"Rayne, Academy Chancellor","Hurkyl, Master Wizard",0.16
"Rayne, Academy Chancellor",Aboleth Spawn,0.12
"Rayne, Academy Chancellor",Sower of Temptation,0.1
"Rayne, Academy Chancellor",Fear of Sleep Paralysis,0.1
"Rayne, Academy Chancellor",Iridescent Drake,0.1
"Basandra, Battle Seraph","Lightning, Army of One",0.1
"Basandra, Battle Seraph",Windborn Muse,0.52
"Basandra, Battle Seraph","Gisela, Blade of Goldnight",0.49
"Basandra, Battle Seraph","Kazuul, Tyrant of the Cliffs",0.48
"Basandra, Battle Seraph",Sunblast Angel,0.46
"Basandra, Battle Seraph","Aurelia, the Law Above",0.42
"Basandra, Battle Seraph",Goblin Diplomats,0.42
"Basandra, Battle Seraph",Fumiko the Lowblood,0.41
"Basandra, Battle Seraph",Firemane Commando,0.36
"Basandra, Battle Seraph","Baird, Steward of Argive",0.38
"Basandra, Battle Seraph",Archon of Absolution,0.37
"Basandra, Battle Seraph",Brash Taunter,0.31
"Basandra, Battle Seraph","Mangara, the Diplomat",0.28
"Basandra, Battle Seraph",Avatar of Slaughter,0.33
"Basandra, Battle Seraph",Archangel of Tithes,0.3
"Basandra, Battle Seraph",Goblin Spymaster,0.3
"Basandra, Battle Seraph",Frontier Warmonger,0.28
"Basandra, Battle Seraph","Aurelia, the Warleader",0.16
"Basandra, Battle Seraph","Nils, Discipline Enforcer",0.29
"Basandra, Battle Seraph",Vengeful Ancestor,0.25
"Basandra, Battle Seraph",Agitator Ant,0.25
"Basandra, Battle Seraph",Death Kiss,0.27
"Basandra, Battle Seraph",Knight of the White Orchid,0.13
"Basandra, Battle Seraph","Nelly Borca, Impulsive Accuser",0.23
"Basandra, Battle Seraph","Michiko Konda, Truth Seeker",0.25
"Basandra, Battle Seraph",Blazing Archon,0.25
"Basandra, Battle Seraph",Orzhov Advokist,0.21
"Basandra, Battle Seraph","Anya, Merciless Angel",0.21
"Basandra, Battle Seraph","Giada, Font of Hope",0.2
"Basandra, Battle Seraph",Emberwilde Captain,0.21
"Basandra, Battle Seraph",Keeper of the Accord,0.13
"Basandra, Battle Seraph",Angelic Skirmisher,0.19
"Basandra, Battle Seraph","Avacyn, Angel of Hope",0.17
"Basandra, Battle Seraph",Geode Rager,0.18
"Basandra, Battle Seraph",Burnished Hart,0.13
"Basandra, Battle Seraph","Alexios, Deimos of Kosmos",0.12
"Basandra, Battle Seraph",Combat Calligrapher,0.16
"Basandra, Battle Seraph",Frenzied Saddlebrute,0.15
"Basandra, Battle Seraph",Lyra Dawnbringer,0.13
"Basandra, Battle Seraph",Flumph,0.14
"Basandra, Battle Seraph","Sephara, Sky's Blade",0.13
"Basandra, Battle Seraph","Baeloth Barrityl, Entertainer",0.13
"Basandra, Battle Seraph",Battle Angels of Tyr,0.1
"Basandra, Battle Seraph",Life of the Party,0.11
"Basandra, Battle Seraph",Warmonger Hellkite,0.12
"Basandra, Battle Seraph",Angel of Jubilation,0.11
"Basandra, Battle Seraph","Akroma, Angel of Fury",0.11
"Basandra, Battle Seraph",Herald of War,0.11
"Basandra, Battle Seraph","Linvala, Keeper of Silence",0.1
"Basandra, Battle Seraph","Akroma, Angel of Wrath",0.1
"Basandra, Battle Seraph",Starnheim Aspirant,0.1
"Matoya, Archon Elder","Hermes, Overseer of Elpis",0.5
"Matoya, Archon Elder",PuPu UFO,0.19
"Matoya, Archon Elder",Il Mheg Pixie,0.19
"Matoya, Archon Elder",Sigiled Starfish,0.64
"Matoya, Archon Elder","Thassa, God of the Sea",0.58
"Matoya, Archon Elder",Laboratory Maniac,0.43
"Matoya, Archon Elder",Elvish Mariner,0.53
"Matoya, Archon Elder",Cryptic Annelid,0.51
"Matoya, Archon Elder",Thassa's Oracle,0.13
"Matoya, Archon Elder","Elrond, Lord of Rivendell",0.5
"Matoya, Archon Elder",Psychosis Crawler,0.36
"Matoya, Archon Elder","Alandra, Sky Dreamer",0.38
"Matoya, Archon Elder",Homunculus Horde,0.37
"Matoya, Archon Elder",Chasm Skulker,0.3
"Matoya, Archon Elder",Faerie Seer,0.37
"Matoya, Archon Elder","Talrand, Sky Summoner",0.24
"Matoya, Archon Elder",Triskaidekaphile,0.27
"Matoya, Archon Elder",Mindwhisker,0.34
"Matoya, Archon Elder",Emrakul's Messenger,0.25
"Matoya, Archon Elder","Minn, Wily Illusionist",0.23
"Matoya, Archon Elder",Cruel Witness,0.26
"Matoya, Archon Elder",Nightveil Sprite,0.25
"Matoya, Archon Elder",Artificer's Assistant,0.22
"Matoya, Archon Elder",Sphinx of Foresight,0.23
"Matoya, Archon Elder",Mischievous Mystic,0.18
"Matoya, Archon Elder",Geist of the Archives,0.22
"Matoya, Archon Elder",Rune-Sealed Wall,0.22
"Matoya, Archon Elder",Twenty-Toed Toad,0.16
"Matoya, Archon Elder",Silver Raven,0.19
"Matoya, Archon Elder",Body of Knowledge,0.14
"Matoya, Archon Elder",Watcher of Hours,0.17
"Matoya, Archon Elder",Overwhelmed Apprentice,0.14
"Matoya, Archon Elder",Augury Owl,0.14
"Matoya, Archon Elder",Oneirophage,0.1
"Matoya, Archon Elder","Eligeth, Crossroads Augur",0.13
"Matoya, Archon Elder","Vnwxt, Verbose Host",0.11
"Matoya, Archon Elder",Wall of Runes,0.12
"Matoya, Archon Elder",Clinquant Skymage,0.1
"Matoya, Archon Elder",Glistener Seer,0.11
Old One Eye,Termagant Swarm,0.53
Old One Eye,Tervigon,0.53
Old One Eye,Hormagaunt Horde,0.52
Old One Eye,Sporocyst,0.5
Old One Eye,Hierophant Bio-Titan,0.49
Old One Eye,Purestrain Genestealer,0.48
Old One Eye,Broodlord,0.47
Old One Eye,Aberrant,0.47
Old One Eye,Haruspex,0.43
Old One Eye,Biophagus,0.43
Old One Eye,Eternal Witness,0.15
Old One Eye,"Goreclaw, Terror of Qal Sisma",0.29
Old One Eye,Garruk's Packleader,0.36
Old One Eye,"Zopandrel, Hunger Dominus",0.28
Old One Eye,Tyrant Guard,0.41
Old One Eye,Clamavus,0.41
Old One Eye,"Ghalta, Primal Hunger",0.25
Old One Eye,Defiler of Vigor,0.21
Old One Eye,Fanatic of Rhonas,0.16
Old One Eye,Lictor,0.34
Old One Eye,Ohran Frostfang,0.2
Old One Eye,Nexos,0.31
Old One Eye,Toxicrene,0.29
Old One Eye,"Selvala, Heart of the Wilds",0.11
Old One Eye,Genesis,0.24
Old One Eye,Vigor,0.12
Old One Eye,Topiary Stomper,0.17
Old One Eye,"Gwenna, Eyes of Gaea",0.15
Old One Eye,Managorger Hydra,0.1
Old One Eye,Vaultborn Tyrant,0.14
Old One Eye,Gigantosaurus,0.13
Old One Eye,Outcaster Trailblazer,0.12
Old One Eye,God-Eternal Rhonas,0.1
Old One Eye,"Surrak, the Hunt Caller",0.1
Old One Eye,Bramble Sovereign,0.11
Bontu the Glorified,Reassembling Skeleton,0.57
Bontu the Glorified,Zulaport Cutthroat,0.44
Bontu the Glorified,Butcher of Malakir,0.37
Bontu the Glorified,Pawn of Ulamog,0.36
Bontu the Glorified,Ophiomancer,0.35
Bontu the Glorified,Vindictive Vampire,0.35
Bontu the Glorified,God-Eternal Bontu,0.35
Bontu the Glorified,Gray Merchant of Asphodel,0.11
Bontu the Glorified,Blood Artist,0.34
Bontu the Glorified,"Ayara, First of Locthwain",0.29
Bontu the Glorified,"Syr Konrad, the Grim",0.28
Bontu the Glorified,Solemn Simulacrum,0.22
Bontu the Glorified,Viscera Seer,0.31
Bontu the Glorified,Morbid Opportunist,0.26
Bontu the Glorified,"Jadar, Ghoulcaller of Nephalia",0.33
Bontu the Glorified,Pitiless Plunderer,0.25
Bontu the Glorified,"Endrek Sahr, Master Breeder",0.33
Bontu the Glorified,Falkenrath Noble,0.31
Bontu the Glorified,Persistent Specimen,0.34
Bontu the Glorified,Grim Haruspex,0.26
Bontu the Glorified,Plaguecrafter,0.17
Bontu the Glorified,Abhorrent Overlord,0.3
Bontu the Glorified,Bloodsoaked Champion,0.3
Bontu the Glorified,Doomed Dissenter,0.31
Bontu the Glorified,Priest of Forgotten Gods,0.25
Bontu the Glorified,Gutterbones,0.31
Bontu the Glorified,Burnished Hart,0.21
Bontu the Glorified,Mirkwood Bats,0.2
Bontu the Glorified,Smothering Abomination,0.25
Bontu the Glorified,Sifter of Skulls,0.24
Bontu the Glorified,Ogre Slumlord,0.16
Bontu the Glorified,Fleshbag Marauder,0.13
Bontu the Glorified,Cult Conscript,0.23
Bontu the Glorified,Tenacious Dead,0.25
Bontu the Glorified,Bloodghast,0.17
Bontu the Glorified,"Vraan, Executioner Thane",0.2
Bontu the Glorified,"Lord Skitter, Sewer King",0.15
Bontu the Glorified,"Drivnod, Carnage Dominus",0.14
Bontu the Glorified,Skirsdag High Priest,0.19
Bontu the Glorified,Midnight Reaper,0.12
Bontu the Glorified,Nether Traitor,0.12
Bontu the Glorified,"Erebos, Bleak-Hearted",0.16
Bontu the Glorified,"Yahenni, Undying Partisan",0.11
Bontu the Glorified,Gravedigger,0.13
Bontu the Glorified,Haunt of the Dead Marshes,0.13
Bontu the Glorified,Oathsworn Vampire,0.11
"Gadwick, the Wizened",Willbreaker,0.29
"Gadwick, the Wizened",Archaeomancer,0.2
"Gadwick, the Wizened",Triskaidekaphile,0.2
"Gadwick, the Wizened","Talrand, Sky Summoner",0.19
"Gadwick, the Wizened",Laboratory Maniac,0.19
"Gadwick, the Wizened",Thassa's Oracle,0.16
"Gadwick, the Wizened",Hullbreaker Horror,0.11
"Gadwick, the Wizened",Archmage Emeritus,0.12
"Gadwick, the Wizened",Psychosis Crawler,0.14
"Gadwick, the Wizened","Baral, Chief of Compliance",0.13
"Gadwick, the Wizened",Arcanis the Omnipotent,0.14
"Gadwick, the Wizened","Nezahal, Primal Tide",0.11
"Gadwick, the Wizened","Teferi, Mage of Zhalfir",0.12
"Gadwick, the Wizened","Azami, Lady of Scrolls",0.1
"Gadwick, the Wizened",Niblis of Frost,0.11
"Gadwick, the Wizened","Naban, Dean of Iteration",0.1
"Emrakul, the World Anew","Zhulodok, Void Gorger",0.29
"Emrakul, the World Anew",It That Heralds the End,0.26
"Emrakul, the World Anew",Geode Golem,0.24
"Emrakul, the World Anew",Breaker of Creation,0.21
"Emrakul, the World Anew",Warden of Geometries,0.21
"Emrakul, the World Anew",Kozilek's Channeler,0.18
"Emrakul, the World Anew",Endbringer,0.15
"Emrakul, the World Anew","Kozilek, the Great Distortion",0.1
"Emrakul, the World Anew",Sire of Seven Deaths,0.12
"Emrakul, the World Anew",Hedron Crawler,0.1
"Emrakul, the World Anew",Spawnbed Protector,0.12
"Emrakul, the World Anew",Endless One,0.1
"Emrakul, the World Anew",Eldrazi Mimic,0.12
"Emrakul, the World Anew",Eldrazi Ravager,0.13
"Emrakul, the World Anew",Ancestral Statue,0.14
"Emrakul, the World Anew",Guardians of Koilos,0.1
Chromium,Clone,0.29
Chromium,Royal Assassin,0.17
Chromium,"Chromium, the Mutable",0.15
Chromium,Serra Angel,0.14
Chromium,Shadrix Silverquill,0.13
Chromium,Stormscape Familiar,0.11
Chromium,Dragonlord Ojutai,0.12
Chromium,Weathered Wayfarer,0.11
Chromium,Dakkon Blackblade,0.11
Chromium,Vesuvan Doppelganger,0.1
Chromium,"Dromar, the Banisher",0.1
Loran of the Third Path,Tataru Taru,0.11
Loran of the Third Path,White Plume Adventurer,0.35
Loran of the Third Path,Drumbellower,0.3
Loran of the Third Path,Weathered Wayfarer,0.25
Loran of the Third Path,Sun Titan,0.24
Loran of the Third Path,Solemn Simulacrum,0.12
Loran of the Third Path,Spirited Companion,0.19
Loran of the Third Path,Welcoming Vampire,0.14
Loran of the Third Path,Wall of Omens,0.19
Loran of the Third Path,Skyclave Apparition,0.19
Loran of the Third Path,"Mangara, the Diplomat",0.12
Loran of the Third Path,Archivist of Oghma,0.11
Loran of the Third Path,Recruiter of the Guard,0.15
Loran of the Third Path,Deep Gnome Terramancer,0.15
Loran of the Third Path,Loyal Warhound,0.11
Loran of the Third Path,Flumph,0.21
Loran of the Third Path,Aerial Extortionist,0.19
Loran of the Third Path,Solitude,0.17
Loran of the Third Path,Restoration Angel,0.15
Loran of the Third Path,"Elesh Norn, Mother of Machines",0.14
Loran of the Third Path,Aven Interrupter,0.16
Loran of the Third Path,Charming Prince,0.12
Loran of the Third Path,Flickerwisp,0.1
Loran of the Third Path,"Phelia, Exuberant Shepherd",0.11
Loran of the Third Path,Master of Ceremonies,0.14
Loran of the Third Path,Scrawling Crawler,0.12
Loran of the Third Path,"Yes Man, Personal Securitron",0.12
Loran of the Third Path,Spurnmage Advocate,0.1
"Palladia-Mors, the Ruiner",Sandworm,0.14
"Palladia-Mors, the Ruiner",Balamb T-Rexaur,0.1
"Palladia-Mors, the Ruiner","Atarka, World Render",0.37
"Palladia-Mors, the Ruiner","Lathliss, Dragon Queen",0.26
"Palladia-Mors, the Ruiner",Dragonlord Dromoka,0.26
"Palladia-Mors, the Ruiner","Rith, Liberated Primeval",0.25
"Palladia-Mors, the Ruiner",Savage Ventmaw,0.24
"Palladia-Mors, the Ruiner",Sakura-Tribe Elder,0.23
"Palladia-Mors, the Ruiner",Dragonlord's Servant,0.23
"Palladia-Mors, the Ruiner",Thrakkus the Butcher,0.22
"Palladia-Mors, the Ruiner","Sram, Senior Edificer",0.22
"Palladia-Mors, the Ruiner",Llanowar Elves,0.1
"Palladia-Mors, the Ruiner",Eternal Witness,0.16
"Palladia-Mors, the Ruiner",Avacyn's Pilgrim,0.11
"Palladia-Mors, the Ruiner",Dragonspeaker Shaman,0.21
"Palladia-Mors, the Ruiner","Xenagos, God of Revels",0.13
"Palladia-Mors, the Ruiner","Danitha Capashen, Paragon",0.16
"Palladia-Mors, the Ruiner",Goblin Anarchomancer,0.14
"Palladia-Mors, the Ruiner","Sythis, Harvest's Hand",0.14
"Palladia-Mors, the Ruiner",Sunscorch Regent,0.15
"Palladia-Mors, the Ruiner","Dromoka, the Eternal",0.16
"Palladia-Mors, the Ruiner","Kediss, Emberclaw Familiar",0.14
"Palladia-Mors, the Ruiner",Satyr Enchanter,0.12
"Palladia-Mors, the Ruiner",Eidolon of Blossoms,0.12
"Palladia-Mors, the Ruiner",Mesa Enchantress,0.11
"Palladia-Mors, the Ruiner",Utvara Hellkite,0.13
"Palladia-Mors, the Ruiner",Dragonborn Champion,0.12
"Palladia-Mors, the Ruiner","Astor, Bearer of Blades",0.12
"Palladia-Mors, the Ruiner",Wrathful Red Dragon,0.12
"Palladia-Mors, the Ruiner",Scaled Nurturer,0.12
"Palladia-Mors, the Ruiner","Reyav, Master Smith",0.1
"Palladia-Mors, the Ruiner",Twinflame Tyrant,0.1
"Palladia-Mors, the Ruiner","Ardenn, Intrepid Archaeologist",0.1
"Palladia-Mors, the Ruiner",Earthquake Dragon,0.1
"Harald, King of Skemfar",Elvish Archdruid,0.61
"Harald, King of Skemfar",Priest of Titania,0.49
"Harald, King of Skemfar",Imperious Perfect,0.49
"Harald, King of Skemfar",Elvish Warmaster,0.48
"Harald, King of Skemfar",Skemfar Shadowsage,0.47
"Harald, King of Skemfar","Marwyn, the Nurturer",0.46
"Harald, King of Skemfar",Lys Alana Huntmaster,0.46
"Harald, King of Skemfar",Beast Whisperer,0.46
"Harald, King of Skemfar",Skemfar Avenger,0.43
"Harald, King of Skemfar",Llanowar Elves,0.36
"Harald, King of Skemfar",Elvish Mystic,0.39
"Harald, King of Skemfar",Reclamation Sage,0.37
"Harald, King of Skemfar",Fyndhorn Elves,0.35
"Harald, King of Skemfar",Leaf-Crowned Visionary,0.42
"Harald, King of Skemfar",Shaman of the Pack,0.4
"Harald, King of Skemfar",Canopy Tactician,0.38
"Harald, King of Skemfar",Elvish Visionary,0.38
"Harald, King of Skemfar",Poison-Tip Archer,0.23
"Harald, King of Skemfar",Arbor Elf,0.34
"Harald, King of Skemfar","Lathril, Blade of the Elves",0.39
